| super(...)                        | Object()                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/com/kamikaze/pfordelta/LCPForDelta.java:54:14:54:24                                       |    0 |      |
| new VariableByte(...)             | VariableByte()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:496:61:496:78                  |    0 |      |
| new VariableByte(...)             | VariableByte()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:499:61:499:78                  |    0 |      |
| new VariableByte(...)             | VariableByte()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:503:55:503:72                  |    0 |      |
| new VariableByte(...)             | VariableByte()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:506:55:506:72                  |    0 |      |
| new VariableByte(...)             | VariableByte()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:509:55:509:72                  |    0 |      |
| new IntegratedBinaryPacking(...)  | IntegratedBinaryPacking()  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:521:33:521:61                  |    0 |      |
| new IntegratedVariableByte(...)   | IntegratedVariableByte()   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:522:33:522:60                  |    0 |      |
| new IntegratedBinaryPacking(...)  | IntegratedBinaryPacking()  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:525:33:525:61                  |    0 |      |
| new IntegratedVariableByte(...)   | IntegratedVariableByte()   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:526:33:526:60                  |    0 |      |
| new IntegratedBinaryPacking(...)  | IntegratedBinaryPacking()  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:529:33:529:61                  |    0 |      |
| new IntegratedVariableByte(...)   | IntegratedVariableByte()   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:530:33:530:60                  |    0 |      |
| new JustCopy(...)                 | JustCopy()                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:534:53:534:66                  |    0 |      |
| new JustCopy(...)                 | JustCopy()                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:536:53:536:66                  |    0 |      |
| new JustCopy(...)                 | JustCopy()                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:538:53:538:66                  |    0 |      |
| new VariableByte(...)             | VariableByte()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:542:57:542:74                  |    0 |      |
| new VariableByte(...)             | VariableByte()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:544:57:544:74                  |    0 |      |
| new VariableByte(...)             | VariableByte()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:546:57:546:74                  |    0 |      |
| new IntegratedVariableByte(...)   | IntegratedVariableByte()   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:551:33:551:60                  |    0 |      |
| new IntegratedVariableByte(...)   | IntegratedVariableByte()   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:554:33:554:60                  |    0 |      |
| new IntegratedVariableByte(...)   | IntegratedVariableByte()   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:557:33:557:60                  |    0 |      |
| new BinaryPacking(...)            | BinaryPacking()            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:562:33:562:51                  |    0 |      |
| new VariableByte(...)             | VariableByte()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:562:54:562:71                  |    0 |      |
| new BinaryPacking(...)            | BinaryPacking()            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:565:33:565:51                  |    0 |      |
| new VariableByte(...)             | VariableByte()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:565:54:565:71                  |    0 |      |
| new BinaryPacking(...)            | BinaryPacking()            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:568:33:568:51                  |    0 |      |
| new VariableByte(...)             | VariableByte()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:568:54:568:71                  |    0 |      |
| new NewPFD(...)                   | NewPFD()                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:573:33:573:44                  |    0 |      |
| new VariableByte(...)             | VariableByte()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:573:47:573:64                  |    0 |      |
| new NewPFD(...)                   | NewPFD()                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:576:33:576:44                  |    0 |      |
| new VariableByte(...)             | VariableByte()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:576:47:576:64                  |    0 |      |
| new NewPFD(...)                   | NewPFD()                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:579:33:579:44                  |    0 |      |
| new VariableByte(...)             | VariableByte()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:579:47:579:64                  |    0 |      |
| new NewPFDS9(...)                 | NewPFDS9()                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:584:33:584:46                  |    0 |      |
| new VariableByte(...)             | VariableByte()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:584:49:584:66                  |    0 |      |
| new NewPFDS9(...)                 | NewPFDS9()                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:587:33:587:46                  |    0 |      |
| new VariableByte(...)             | VariableByte()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:587:49:587:66                  |    0 |      |
| new NewPFDS9(...)                 | NewPFDS9()                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:590:33:590:46                  |    0 |      |
| new VariableByte(...)             | VariableByte()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:590:49:590:66                  |    0 |      |
| new NewPFDS16(...)                | NewPFDS16()                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:595:33:595:47                  |    0 |      |
| new VariableByte(...)             | VariableByte()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:595:50:595:67                  |    0 |      |
| new NewPFDS16(...)                | NewPFDS16()                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:598:33:598:47                  |    0 |      |
| new VariableByte(...)             | VariableByte()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:598:50:598:67                  |    0 |      |
| new NewPFDS16(...)                | NewPFDS16()                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:601:33:601:47                  |    0 |      |
| new VariableByte(...)             | VariableByte()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:601:50:601:67                  |    0 |      |
| new OptPFD(...)                   | OptPFD()                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:606:33:606:44                  |    0 |      |
| new VariableByte(...)             | VariableByte()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:606:47:606:64                  |    0 |      |
| new OptPFD(...)                   | OptPFD()                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:609:33:609:44                  |    0 |      |
| new VariableByte(...)             | VariableByte()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:609:47:609:64                  |    0 |      |
| new OptPFD(...)                   | OptPFD()                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:612:33:612:44                  |    0 |      |
| new VariableByte(...)             | VariableByte()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:612:47:612:64                  |    0 |      |
| new OptPFDS9(...)                 | OptPFDS9()                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:617:33:617:46                  |    0 |      |
| new VariableByte(...)             | VariableByte()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:617:49:617:66                  |    0 |      |
| new OptPFDS9(...)                 | OptPFDS9()                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:620:33:620:46                  |    0 |      |
| new VariableByte(...)             | VariableByte()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:620:49:620:66                  |    0 |      |
| new OptPFDS9(...)                 | OptPFDS9()                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:623:33:623:46                  |    0 |      |
| new VariableByte(...)             | VariableByte()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:623:49:623:66                  |    0 |      |
| new OptPFDS16(...)                | OptPFDS16()                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:628:33:628:47                  |    0 |      |
| new VariableByte(...)             | VariableByte()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:628:50:628:67                  |    0 |      |
| new OptPFDS16(...)                | OptPFDS16()                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:631:33:631:47                  |    0 |      |
| new VariableByte(...)             | VariableByte()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:631:50:631:67                  |    0 |      |
| new OptPFDS16(...)                | OptPFDS16()                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:634:33:634:47                  |    0 |      |
| new VariableByte(...)             | VariableByte()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:634:50:634:67                  |    0 |      |
| new Simple16(...)                 | Simple16()                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:639:53:639:66                  |    0 |      |
| new Simple16(...)                 | Simple16()                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:641:53:641:66                  |    0 |      |
| new Simple16(...)                 | Simple16()                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:643:53:643:66                  |    0 |      |
| new Simple9(...)                  | Simple9()                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:647:53:647:65                  |    0 |      |
| new Simple9(...)                  | Simple9()                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:649:53:649:65                  |    0 |      |
| new Simple9(...)                  | Simple9()                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:651:53:651:65                  |    0 |      |
| new GroupSimple9(...)             | GroupSimple9()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:655:53:655:70                  |    0 |      |
| new GroupSimple9(...)             | GroupSimple9()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:657:53:657:70                  |    0 |      |
| new GroupSimple9(...)             | GroupSimple9()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:659:53:659:70                  |    0 |      |
| new XorBinaryPacking(...)         | XorBinaryPacking()         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:665:41:665:62                  |    0 |      |
| new VariableByte(...)             | VariableByte()             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:666:41:666:58                  |    0 |      |
| new DeltaZigzagBinaryPacking(...) | DeltaZigzagBinaryPacking() | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:678:41:678:70                  |    0 |      |
| new DeltaZigzagVariableByte(...)  | DeltaZigzagVariableByte()  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/Benchmark.java:679:41:679:69                  |    0 |      |
| super(...)                        | Object()                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_decomposed_tests/JavaFastPFOR/src/main/java/me/lemire/integercompression/benchmarktools/BenchmarkBitPacking.java:23:14:23:32          |    0 |      |
